244.25, 1.06, 0.81, -0.12, 0.23, 0.27, -0.20, -1.10, -29.40, 1623974541870.00, -0.01, 0.00, 0.00
244.69, 0.94, 1.12, 0.35, -0.29, 0.40, 0.15, -0.30, -29.40, 1623974541885.00, 0.01, -0.01, 0.00
244.88, 0.69, 1.19, 0.12, -0.40, 0.33, 0.59, -0.56, -29.40, 1623974541900.00, 0.01, -0.01, 0.00
245.31, 0.62, 1.19, -0.02, -0.02, 0.45, 0.43, -0.51, -29.40, 1623974541920.00, -0.00, -0.00, 0.00
245.81, 0.38, 1.31, 0.16, -0.29, 0.45, 0.70, -0.69, -29.40, 1623974541935.00, 0.01, -0.01, 0.00
246.06, 0.25, 1.31, -0.06, -0.18, 0.47, 0.43, -0.24, -29.40, 1623974541950.00, 0.00, -0.00, 0.00
246.62, 0.00, 1.50, 0.22, -0.24, 0.47, 1.19, 0.07, -28.38, 1623974541970.00, 0.01, -0.01, 0.00
247.19, -0.50, 1.69, 0.26, -0.64, 0.59, 1.17, 0.05, -24.97, 1623974541985.00, 0.02, -0.01, 0.00
247.56, -0.88, 1.88, 0.33, -0.70, 0.63, 1.08, 0.27, -18.19, 1623974541999.00, 0.02, -0.01, 0.00
248.06, -1.62, 2.25, 0.33, -0.58, 0.37, 1.24, 0.46, -16.50, 1623974542020.00, 0.02, -0.01, 0.00
248.75, -2.62, 2.44, 0.19, -1.06, 0.67, 1.29, 0.19, -16.00, 1623974542034.00, 0.04, -0.01, 0.00
249.06, -3.06, 2.50, 0.09, -0.76, 0.69, 1.60, 0.40, -14.50, 1623974542049.00, 0.04, -0.01, 0.00
249.81, -4.00, 2.50, 0.18, -0.96, 0.68, 1.72, 0.34, -13.74, 1623974542069.00, 0.05, -0.01, 0.00
250.56, -5.06, 2.69, 0.39, -1.01, 0.76, 2.22, 0.35, -13.25, 1623974542084.00, 0.05, -0.02, 0.00
251.00, -5.69, 2.81, 0.31, -1.12, 0.78, 2.76, 0.48, -12.86, 1623974542099.00, 0.07, -0.02, 0.00
251.81, -6.81, 2.94, 0.09, -1.00, 0.77, 3.69, 0.03, -12.26, 1623974542119.00, 0.07, -0.01, 0.00
252.75, -7.88, 2.94, 0.02, -0.88, 0.84, 3.57, 0.06, -12.10, 1623974542134.00, 0.07, -0.01, 0.00
253.19, -8.38, 2.94, 0.21, -0.94, 0.89, 3.35, 0.22, -11.82, 1623974542149.00, 0.10, -0.03, 0.00
254.19, -9.38, 2.94, -0.09, -0.76, 0.94, 4.57, 0.01, -11.24, 1623974542169.00, 0.10, -0.01, 0.00
255.31, -10.50, 2.81, 0.14, -0.97, 1.05, 5.49, -0.08, -11.03, 1623974542184.00, 0.12, -0.02, 0.00
255.94, -11.12, 2.69, 0.05, -1.03, 1.16, 5.35, 0.13, -10.58, 1623974542199.00, 0.13, -0.02, 0.00
257.19, -12.00, 2.38, -0.12, -0.69, 1.17, 4.92, 0.39, -10.83, 1623974542219.00, 0.11, -0.00, 0.00
258.62, -12.69, 2.31, 0.17, -0.63, 1.33, 4.81, 0.38, -10.87, 1623974542233.00, 0.11, -0.02, 0.00
259.31, -13.00, 1.94, -0.34, -0.53, 1.33, 5.49, -0.48, -10.43, 1623974542248.00, 0.10, 0.01, 0.00
260.88, -13.69, 1.31, -0.27, -0.47, 1.47, 5.55, -1.63, -9.97, 1623974542268.00, 0.10, 0.01, 0.00
262.56, -14.25, 0.81, -0.09, -0.50, 1.57, 4.86, -0.89, -9.69, 1623974542283.00, 0.11, 0.00, 0.00
263.44, -14.56, 0.50, -0.23, -0.52, 1.63, 5.09, -0.71, -9.77, 1623974542298.00, 0.11, 0.01, 0.00
265.31, -14.88, -0.25, -0.15, -0.19, 1.78, 5.18, -1.08, -9.76, 1623974542318.00, 0.09, 0.01, 0.00
267.38, -14.88, -0.88, -0.07, -0.09, 1.97, 5.04, -1.01, -9.64, 1623974542333.00, 0.08, 0.01, 0.00
268.50, -14.94, -1.19, -0.05, -0.16, 2.08, 5.02, -1.95, -9.49, 1623974542348.00, 0.09, 0.01, 0.00
270.94, -14.94, -2.06, -0.15, -0.08, 2.28, 5.15, -2.53, -9.12, 1623974542368.00, 0.08, 0.02, 0.00
273.44, -14.62, -2.75, 0.15, 0.07, 2.36, 5.25, -2.70, -8.98, 1623974542383.00, 0.07, 0.00, 0.00
274.75, -14.38, -3.06, 0.06, 0.25, 2.33, 4.96, -2.79, -8.75, 1623974542398.00, 0.06, 0.01, 0.00
277.38, -14.00, -3.44, 0.30, 0.15, 2.46, 4.56, -2.92, -8.73, 1623974542417.00, 0.06, -0.01, 0.00
280.19, -13.50, -3.69, 0.53, 0.43, 2.55, 4.49, -3.13, -8.67, 1623974542432.00, 0.04, -0.02, 0.00
281.62, -13.12, -3.81, 0.28, 0.53, 2.61, 4.65, -2.73, -8.62, 1623974542447.00, 0.03, -0.00, 0.00
284.62, -12.44, -4.19, 0.37, 0.37, 2.77, 4.19, -2.95, -8.54, 1623974542468.00, 0.04, -0.01, 0.00
287.75, -11.75, -4.69, 0.11, 0.48, 2.88, 4.03, -3.19, -8.40, 1623974542482.00, 0.03, 0.02, 0.00
289.31, -11.31, -4.94, 0.06, 0.51, 2.94, 3.59, -3.10, -8.35, 1623974542497.00, 0.02, 0.02, 0.00
292.56, -10.44, -5.62, 0.01, 0.50, 3.02, 2.86, -2.97, -8.25, 1623974542517.00, 0.02, 0.03, 0.00
295.88, -9.50, -6.25, -0.04, 0.61, 3.11, 2.35, -2.94, -8.29, 1623974542532.00, 0.01, 0.04, 0.00
297.62, -9.00, -6.44, 0.23, 0.63, 3.19, 1.74, -3.02, -8.03, 1623974542547.00, 0.00, 0.02, 0.00
301.06, -7.94, -6.94, -0.19, 0.60, 3.21, 1.77, -3.41, -7.80, 1623974542567.00, 0.00, 0.05, 0.00
304.50, -6.69, -7.75, -0.45, 0.70, 3.26, 1.60, -3.76, -7.70, 1623974542582.00, -0.01, 0.08, 0.00
306.25, -6.06, -8.19, -0.43, 0.69, 3.29, 1.00, -4.57, -7.56, 1623974542597.00, -0.02, 0.08, 0.00
309.88, -4.69, -8.81, -0.26, 0.70, 3.38, 0.14, -4.94, -7.25, 1623974542616.00, -0.02, 0.07, 0.00
313.44, -3.38, -9.44, -0.26, 0.65, 3.40, 0.07, -4.73, -7.28, 1623974542631.00, -0.03, 0.07, 0.00
315.19, -2.75, -9.69, -0.31, 0.67, 3.29, 0.13, -4.15, -7.23, 1623974542646.00, -0.03, 0.08, 0.00
318.75, -1.44, -10.19, -0.35, 0.65, 3.34, -0.39, -4.20, -7.15, 1623974542666.00, -0.04, 0.08, 0.00
322.31, -0.06, -10.50, -0.25, 0.71, 3.33, -0.85, -4.39, -7.09, 1623974542681.00, -0.05, 0.08, 0.00
324.06, 0.56, -10.62, -0.24, 0.69, 3.33, -2.01, -4.57, -6.96, 1623974542696.00, -0.05, 0.08, 0.00
327.62, 1.94, -10.62, -0.13, 0.70, 3.28, -2.10, -4.60, -6.85, 1623974542716.00, -0.06, 0.07, 0.00
331.06, 3.12, -10.50, -0.00, 0.49, 3.27, -1.54, -4.92, -7.20, 1623974542731.00, -0.05, 0.06, 0.00
332.81, 3.69, -10.38, 0.04, 0.47, 3.20, -1.56, -4.66, -6.96, 1623974542746.00, -0.05, 0.05, 0.00
336.25, 4.81, -10.06, 0.04, 0.43, 3.21, -3.01, -4.42, -6.96, 1623974542766.00, -0.05, 0.05, 0.00
339.69, 5.75, -9.62, 0.10, 0.30, 3.18, -3.45, -4.20, -6.90, 1623974542781.00, -0.05, 0.05, 0.00
341.38, 6.19, -9.44, 0.03, 0.34, 3.14, -3.40, -3.51, -6.97, 1623974542796.00, -0.05, 0.05, 0.00
344.69, 7.12, -8.94, 0.04, 0.38, 3.04, -2.75, -3.67, -6.89, 1623974542816.00, -0.06, 0.05, 0.00
347.81, 7.75, -8.31, 0.13, 0.18, 2.93, -2.64, -3.64, -6.98, 1623974542830.00, -0.05, 0.04, 0.00
349.44, 7.94, -7.94, 0.29, -0.08, 2.90, -3.13, -3.29, -6.83, 1623974542845.00, -0.03, 0.02, 0.00
352.56, 8.12, -7.06, 0.36, -0.23, 2.88, -3.07, -2.92, -6.97, 1623974542865.00, -0.02, 0.01, 0.00
355.56, 8.19, -6.31, 0.22, -0.28, 2.77, -3.18, -2.62, -6.88, 1623974542880.00, -0.02, 0.02, 0.00
357.06, 8.06, -5.88, 0.39, -0.44, 2.72, -2.95, -2.90, -6.72, 1623974542895.00, -0.00, 0.00, 0.00
0.00, 7.88, -5.06, 0.43, -0.55, 2.70, -2.97, -2.62, -6.79, 1623974542915.00, 0.01, -0.00, 0.00
2.94, 7.38, -4.19, 0.47, -0.73, 2.67, -3.27, -1.84, -6.72, 1623974542930.00, 0.02, -0.01, 0.00
4.31, 7.06, -3.75, 0.48, -0.83, 2.62, -2.27, -1.17, -6.89, 1623974542945.00, 0.03, -0.02, 0.00
7.12, 6.38, -2.94, 0.43, -0.81, 2.54, -0.94, -0.70, -7.08, 1623974542965.00, 0.04, -0.02, 0.00
9.88, 5.56, -2.25, 0.40, -0.89, 2.53, -0.95, -0.67, -6.99, 1623974542980.00, 0.05, -0.02, 0.00
11.25, 5.12, -1.94, 0.30, -0.85, 2.50, -0.98, -0.49, -6.87, 1623974542995.00, 0.05, -0.01, 0.00
13.88, 4.44, -1.56, 0.09, -0.64, 2.40, -1.23, -0.67, -6.71, 1623974543014.00, 0.03, 0.00, 0.00
16.44, 3.81, -1.25, 0.18, -0.56, 2.34, -0.80, -0.52, -6.87, 1623974543030.00, 0.03, -0.00, 0.00
17.75, 3.50, -1.12, 0.04, -0.65, 2.32, 0.04, -0.73, -6.81, 1623974543045.00, 0.04, 0.01, 0.00
20.25, 2.94, -1.12, -0.18, -0.53, 2.30, 0.23, -0.73, -6.62, 1623974543065.00, 0.03, 0.03, 0.00
22.75, 2.50, -1.00, -0.05, -0.39, 2.26, 0.16, -0.68, -6.61, 1623974543079.00, 0.02, 0.01, 0.00
24.00, 2.31, -1.06, -0.21, -0.36, 2.28, -0.25, -0.85, -6.56, 1623974543094.00, 0.02, 0.03, 0.00
26.44, 2.06, -1.44, -0.57, -0.15, 2.18, -0.50, -1.08, -6.53, 1623974543114.00, 0.00, 0.06, 0.00
28.88, 2.00, -1.69, -0.24, -0.16, 2.17, -0.08, -1.27, -6.91, 1623974543129.00, 0.01, 0.03, 0.00
30.06, 1.94, -1.81, -0.33, -0.11, 2.17, 0.29, -1.12, -6.25, 1623974543144.00, 0.00, 0.04, 0.00
32.44, 2.06, -2.12, -0.35, 0.05, 2.21, 0.21, -1.38, -6.27, 1623974543164.00, -0.01, 0.05, 0.00
34.81, 2.38, -2.31, -0.27, 0.16, 2.20, -0.14, -1.41, -6.26, 1623974543179.00, -0.02, 0.04, 0.00
36.00, 2.50, -2.44, -0.31, 0.16, 2.19, -0.77, -1.92, -6.10, 1623974543194.00, -0.02, 0.04, 0.00
38.38, 2.81, -2.69, -0.26, 0.23, 2.16, -1.10, -2.04, -5.92, 1623974543214.00, -0.03, 0.04, 0.00
40.62, 3.12, -3.00, -0.24, 0.13, 1.99, -0.87, -2.03, -5.98, 1623974543229.00, -0.02, 0.04, 0.00
41.75, 3.12, -3.00, -0.14, -0.05, 2.04, -0.45, -1.91, -5.96, 1623974543244.00, -0.01, 0.03, 0.00
44.00, 3.31, -3.06, -0.17, 0.03, 2.10, -1.00, -1.53, -5.98, 1623974543263.00, -0.02, 0.04, 0.00
46.31, 3.38, -2.94, 0.05, -0.09, 2.08, -1.25, -1.61, -5.88, 1623974543279.00, -0.01, 0.02, 0.00
47.44, 3.38, -2.81, 0.06, -0.18, 2.06, -1.11, -1.57, -5.95, 1623974543293.00, -0.00, 0.02, 0.00
49.62, 3.25, -2.62, 0.09, -0.23, 1.98, -0.89, -1.61, -5.80, 1623974543314.00, 0.00, 0.01, 0.00
51.75, 2.81, -2.31, 0.14, -0.51, 1.93, -0.38, -1.59, -5.77, 1623974543328.00, 0.03, 0.01, 0.00
52.81, 2.62, -2.25, 0.08, -0.43, 1.91, -0.02, -1.55, -5.73, 1623974543343.00, 0.03, 0.01, 0.00
54.88, 2.06, -1.94, 0.23, -0.60, 1.93, -0.03, -1.39, -5.66, 1623974543363.00, 0.04, -0.00, 0.00
57.00, 1.56, -1.81, 0.04, -0.55, 1.94, -0.12, -1.20, -5.74, 1623974543378.00, 0.04, 0.01, 0.00
58.06, 1.31, -1.75, 0.03, -0.59, 1.90, -0.17, -0.94, -6.18, 1623974543393.00, 0.05, 0.01, 0.00
60.06, 0.75, -1.62, 0.19, -0.63, 1.86, 1.06, -1.06, -5.36, 1623974543413.00, 0.05, -0.00, 0.00
62.12, 0.19, -1.44, 0.21, -0.51, 1.89, 1.39, -1.01, -5.50, 1623974543428.00, 0.05, -0.00, 0.00
63.19, -0.06, -1.44, 0.00, -0.63, 1.91, 1.03, -0.95, -5.43, 1623974543443.00, 0.06, 0.01, 0.00
65.31, -0.62, -1.44, 0.02, -0.51, 1.94, 0.93, -1.01, -5.40, 1623974543463.00, 0.05, 0.01, 0.00
67.50, -1.00, -1.62, -0.33, -0.34, 2.05, 1.17, -1.05, -5.37, 1623974543478.00, 0.04, 0.04, 0.00
68.62, -1.19, -1.69, -0.13, -0.46, 2.07, 1.78, -1.41, -5.19, 1623974543493.00, 0.05, 0.03, 0.00
70.94, -1.56, -1.75, -0.11, -0.39, 2.10, 1.26, -1.15, -5.21, 1623974543512.00, 0.05, 0.02, 0.00
73.25, -1.75, -2.19, -0.37, -0.27, 2.18, 1.52, -1.07, -5.31, 1623974543527.00, 0.04, 0.05, 0.00
74.50, -1.88, -2.38, -0.25, -0.34, 2.23, 1.68, -1.37, -5.17, 1623974543542.00, 0.04, 0.04, 0.00
76.94, -2.00, -2.56, 0.07, -0.18, 2.27, 1.25, -1.70, -4.98, 1623974543563.00, 0.03, 0.01, 0.00
79.44, -2.06, -2.75, -0.07, -0.13, 2.30, 1.51, -2.21, -4.89, 1623974543577.00, 0.03, 0.03, 0.00
80.69, -2.00, -2.94, -0.26, -0.06, 2.30, 1.58, -2.47, -4.82, 1623974543592.00, 0.02, 0.04, 0.00
83.31, -2.00, -3.12, 0.03, -0.18, 2.44, 1.40, -2.04, -4.92, 1623974543612.00, 0.03, 0.02, 0.00
86.00, -1.94, -3.25, -0.05, -0.06, 2.46, 1.57, -2.30, -4.95, 1623974543627.00, 0.02, 0.03, 0.00
87.31, -1.88, -3.25, 0.14, -0.08, 2.51, 1.58, -2.07, -5.00, 1623974543642.00, 0.02, 0.01, 0.00
90.19, -1.81, -3.31, 0.09, -0.11, 2.60, 1.35, -2.11, -5.01, 1623974543662.00, 0.02, 0.02, 0.00
92.94, -1.75, -3.38, 0.05, -0.06, 2.42, 1.28, -2.20, -4.93, 1623974543677.00, 0.02, 0.02, 0.00
94.31, -1.75, -3.31, 0.15, -0.07, 2.53, 1.28, -2.28, -4.88, 1623974543692.00, 0.02, 0.01, 0.00
97.25, -1.62, -3.25, 0.15, -0.09, 2.71, 1.65, -2.67, -4.73, 1623974543711.00, 0.02, 0.01, 0.00
100.12, -1.50, -3.19, 0.13, 0.02, 2.68, 1.66, -2.60, -4.76, 1623974543726.00, 0.01, 0.01, 0.00
101.62, -1.50, -3.12, 0.16, -0.12, 2.76, 1.28, -2.20, -4.83, 1623974543741.00, 0.02, 0.01, 0.00
104.75, -1.44, -3.12, 0.21, -0.16, 2.86, 1.28, -2.28, -4.80, 1623974543762.00, 0.03, 0.01, 0.00
107.88, -1.56, -3.00, 0.18, -0.26, 2.87, 1.71, -1.90, -4.70, 1623974543776.00, 0.04, 0.01, 0.00
109.44, -1.56, -3.00, 0.05, -0.17, 2.92, 1.70, -1.97, -4.70, 1623974543791.00, 0.03, 0.02, 0.00
112.69, -1.56, -3.06, 0.11, -0.18, 3.01, 1.68, -1.92, -4.71, 1623974543811.00, 0.03, 0.01, 0.00
116.00, -1.75, -3.12, 0.01, -0.33, 3.02, 1.61, -2.06, -4.56, 1623974543826.00, 0.04, 0.02, 0.00
117.69, -1.81, -3.12, 0.13, -0.27, 3.07, 1.77, -2.29, -4.56, 1623974543841.00, 0.04, 0.01, 0.00
121.12, -1.94, -3.44, -0.30, -0.19, 3.19, 2.37, -2.52, -4.41, 1623974543861.00, 0.03, 0.05, 0.00
124.75, -2.00, -3.88, -0.31, -0.35, 3.34, 2.18, -2.63, -4.33, 1623974543876.00, 0.05, 0.06, 0.00
126.50, -2.00, -4.12, -0.34, -0.29, 3.30, 1.54, -2.45, -4.42, 1623974543891.00, 0.04, 0.06, 0.00
130.31, -2.12, -4.50, -0.12, -0.40, 3.49, 2.13, -2.94, -4.30, 1623974543911.00, 0.05, 0.04, 0.00
134.19, -2.25, -5.00, -0.33, -0.49, 3.61, 2.18, -2.90, -4.34, 1623974543926.00, 0.06, 0.07, 0.00
136.12, -2.25, -5.31, -0.37, -0.31, 3.55, 1.27, -4.03, -4.23, 1623974543940.00, 0.05, 0.07, 0.00
140.00, -2.12, -6.06, -0.61, -0.18, 3.60, 0.92, -4.07, -4.26, 1623974543961.00, 0.03, 0.10, 0.00
144.12, -1.88, -6.75, -0.43, -0.22, 3.82, 0.42, -4.84, -4.12, 1623974543975.00, 0.04, 0.09, 0.00
146.19, -1.62, -7.12, -0.62, -0.00, 3.82, 0.11, -5.48, -3.92, 1623974543990.00, 0.01, 0.10, 0.00
150.31, -1.19, -7.88, -0.69, -0.08, 3.81, 0.67, -5.51, -3.66, 1623974544010.00, 0.02, 0.12, 0.00
154.56, -0.44, -8.38, -0.27, 0.24, 3.94, 0.44, -5.18, -3.77, 1623974544025.00, -0.01, 0.08, 0.00
156.75, 0.06, -8.62, -0.50, 0.36, 4.00, -0.19, -5.40, -3.55, 1623974544040.00, -0.03, 0.10, 0.00
161.06, 1.25, -9.12, -0.44, 0.56, 4.04, -0.91, -5.23, -3.88, 1623974544060.00, -0.05, 0.10, 0.00
165.56, 2.50, -9.31, -0.50, 0.54, 4.14, -1.30, -5.04, -3.83, 1623974544075.00, -0.06, 0.11, 0.00
167.81, 3.19, -9.44, -0.41, 0.63, 4.15, -2.06, -5.00, -3.68, 1623974544090.00, -0.07, 0.10, 0.00
172.12, 4.56, -9.50, -0.33, 0.62, 3.98, -2.22, -4.98, -3.76, 1623974544110.00, -0.08, 0.10, 0.00
176.50, 5.81, -9.25, -0.19, 0.60, 4.01, -2.24, -4.93, -3.64, 1623974544125.00, -0.08, 0.08, 0.00
178.62, 6.56, -9.19, -0.31, 0.84, 4.01, -3.83, -4.14, -3.94, 1623974544140.00, -0.11, 0.09, 0.00
182.94, 8.19, -8.75, -0.06, 0.82, 3.95, -5.08, -3.38, -3.88, 1623974544159.00, -0.12, 0.07, 0.00
186.94, 9.50, -8.25, -0.12, 0.63, 3.72, -5.39, -3.83, -3.87, 1623974544175.00, -0.11, 0.07, 0.00
188.88, 10.00, -7.94, -0.03, 0.48, 3.60, -5.11, -3.88, -3.71, 1623974544189.00, -0.10, 0.06, 0.00
192.56, 10.94, -7.31, -0.02, 0.33, 3.40, -5.20, -3.58, -3.65, 1623974544209.00, -0.09, 0.06, 0.00
196.19, 11.69, -6.56, 0.05, 0.29, 3.31, -5.36, -3.33, -3.72, 1623974544224.00, -0.09, 0.05, 0.00
197.94, 12.12, -6.19, 0.01, 0.38, 3.20, -6.27, -2.53, -3.63, 1623974544239.00, -0.10, 0.05, 0.00
201.25, 12.75, -5.31, 0.14, 0.22, 3.04, -5.77, -2.60, -3.53, 1623974544259.00, -0.09, 0.03, 0.00
204.44, 13.19, -4.56, 0.04, 0.17, 2.85, -5.82, -2.46, -3.68, 1623974544274.00, -0.09, 0.03, 0.00
205.94, 13.38, -4.06, 0.18, 0.06, 2.83, -6.24, -1.74, -3.78, 1623974544289.00, -0.08, 0.02, 0.00
208.88, 13.75, -3.19, 0.15, 0.19, 2.64, -5.91, -1.44, -3.80, 1623974544309.00, -0.10, 0.02, 0.00
211.50, 13.81, -2.19, 0.32, -0.06, 2.43, -5.91, -1.36, -3.69, 1623974544324.00, -0.08, -0.01, 0.00
212.75, 13.81, -1.75, 0.26, -0.11, 2.33, -6.04, -0.19, -3.86, 1623974544339.00, -0.07, -0.00, 0.00
215.12, 13.69, -0.81, 0.43, -0.15, 2.21, -5.84, -0.83, -3.69, 1623974544359.00, -0.07, -0.02, 0.00
217.38, 13.56, 0.19, 0.29, -0.17, 2.07, -5.91, -0.24, -3.39, 1623974544373.00, -0.07, -0.02, 0.00
218.38, 13.50, 0.69, 0.47, -0.10, 1.97, -5.29, 0.24, -3.71, 1623974544388.00, -0.07, -0.04, 0.00
220.38, 13.19, 1.81, 0.59, -0.32, 1.89, -5.20, 0.63, -3.57, 1623974544408.00, -0.05, -0.05, 0.00
222.19, 12.69, 2.75, 0.49, -0.31, 1.67, -5.18, 0.72, -3.52, 1623974544423.00, -0.05, -0.05, 0.00
223.00, 12.44, 3.12, 0.32, -0.45, 1.58, -4.82, 1.28, -3.71, 1623974544438.00, -0.03, -0.04, 0.00
224.50, 12.00, 3.69, 0.09, -0.25, 1.33, -4.80, 1.37, -3.67, 1623974544458.00, -0.05, -0.02, 0.00
225.81, 11.44, 4.06, 0.03, -0.50, 1.18, -4.83, 1.06, -3.69, 1623974544473.00, -0.02, -0.02, 0.00
226.38, 11.00, 4.12, -0.02, -0.66, 1.10, -4.17, 1.60, -3.87, 1623974544488.00, -0.01, -0.01, 0.00
227.50, 10.19, 4.38, -0.07, -0.70, 1.04, -2.84, 1.67, -3.86, 1623974544508.00, 0.00, -0.01, 0.00
228.50, 9.31, 4.25, -0.21, -0.85, 0.85, -2.50, 1.84, -3.75, 1623974544523.00, 0.02, 0.00, 0.00
228.88, 8.81, 4.19, -0.26, -0.78, 0.73, -2.77, 0.90, -4.09, 1623974544538.00, 0.02, 0.01, 0.00
229.56, 7.94, 3.88, -0.36, -0.75, 0.58, -3.05, 0.67, -3.74, 1623974544558.00, 0.02, 0.02, 0.00
230.12, 7.31, 3.31, -0.62, -0.64, 0.49, -2.38, 0.04, -3.73, 1623974544573.00, 0.01, 0.05, 0.00
230.38, 6.88, 2.88, -0.75, -0.75, 0.43, -1.05, -0.63, -3.73, 1623974544588.00, 0.02, 0.06, 0.00
230.88, 6.06, 2.00, -0.85, -0.75, 0.41, -0.65, -1.10, -3.58, 1623974544607.00, 0.03, 0.08, 0.00
231.31, 5.38, 1.25, -0.76, -0.53, 0.37, -0.72, -1.05, -3.57, 1623974544622.00, 0.01, 0.07, 0.00
231.56, 5.19, 0.88, -0.73, -0.42, 0.38, -0.98, -1.09, -3.66, 1623974544637.00, 0.00, 0.07, 0.00
231.94, 4.75, 0.25, -0.54, -0.37, 0.32, -1.38, -1.18, -3.55, 1623974544657.00, 0.00, 0.06, 0.00
232.25, 4.31, -0.44, -0.55, -0.39, 0.25, -0.98, -1.44, -3.50, 1623974544672.00, 0.01, 0.06, 0.00
232.44, 4.06, -0.81, -0.73, -0.52, 0.28, -0.24, -2.57, -3.28, 1623974544687.00, 0.02, 0.08, 0.00
232.75, 3.50, -1.38, -0.49, -0.54, 0.33, -0.04, -3.22, -2.98, 1623974544707.00, 0.03, 0.06, 0.00
233.25, 3.12, -1.88, -0.48, -0.36, 0.43, -0.61, -3.01, -2.97, 1623974544722.00, 0.01, 0.07, 0.00
233.50, 3.00, -2.12, -0.45, -0.26, 0.46, -1.06, -2.43, -3.26, 1623974544737.00, 0.00, 0.06, 0.00
233.94, 2.50, -2.31, -0.10, -0.51, 0.38, -0.64, -2.22, -3.42, 1623974544757.00, 0.03, 0.03, 0.00
234.25, 1.88, -2.56, -0.24, -0.59, 0.28, -0.14, -2.20, -3.39, 1623974544772.00, 0.04, 0.05, 0.00
234.44, 1.62, -2.62, -0.20, -0.56, 0.27, 1.88, -2.78, -2.87, 1623974544786.00, 0.04, 0.04, 0.00
234.88, 1.00, -2.56, 0.18, -0.66, 0.44, 1.28, -3.04, -2.96, 1623974544807.00, 0.05, 0.01, 0.00
235.44, 0.56, -2.56, -0.04, -0.40, 0.60, 0.30, -2.58, -3.14, 1623974544821.00, 0.03, 0.03, 0.00
235.81, 0.31, -2.56, 0.05, -0.50, 0.61, -0.11, -2.30, -3.14, 1623974544836.00, 0.04, 0.02, 0.00
236.44, -0.25, -2.44, 0.00, -0.61, 0.54, 2.09, -2.78, -2.85, 1623974544856.00, 0.06, 0.03, 0.00
237.00, -0.88, -2.62, -0.24, -0.61, 0.54, 2.50, -2.69, -2.82, 1623974544871.00, 0.06, 0.05, 0.00
237.44, -1.19, -2.69, -0.15, -0.60, 0.70, 2.85, -2.46, -2.81, 1623974544886.00, 0.06, 0.04, 0.00
238.44, -1.88, -2.62, 0.12, -0.60, 0.97, 1.96, -2.36, -3.22, 1623974544906.00, 0.06, 0.02, 0.00
239.56, -2.31, -2.50, 0.09, -0.43, 1.04, 1.81, -1.81, -3.27, 1623974544921.00, 0.05, 0.02, 0.00
240.19, -2.56, -2.50, 0.06, -0.51, 1.08, 2.48, -1.52, -3.30, 1623974544936.00, 0.06, 0.02, 0.00
241.62, -3.19, -2.56, -0.02, -0.59, 1.35, 3.42, -2.64, -2.76, 1623974544956.00, 0.07, 0.03, 0.00
243.19, -3.69, -2.69, -0.06, -0.42, 1.52, 3.50, -3.12, -2.60, 1623974544971.00, 0.06, 0.03, 0.00
244.12, -3.88, -2.81, -0.06, -0.51, 1.63, 3.31, -3.39, -2.66, 1623974544986.00, 0.07, 0.03, 0.00
246.00, -4.19, -3.00, -0.09, -0.34, 1.74, 3.00, -2.60, -2.93, 1623974545006.00, 0.06, 0.04, 0.00
248.00, -4.69, -3.00, 0.21, -0.52, 1.89, 3.06, -2.67, -2.78, 1623974545021.00, 0.08, 0.01, 0.00
